startTime,Model,OSVersion,Protocol,Role,PayloadSize,NumberOfContacts,NumberOfIDs,NumberOfContactsPeer,NumberOfIDsPeer,StartVerifying,Verified,StartCalculatingV,CalculatedV,StartIntersecting,Intersected,StartCalculatingZ,CalculatedZ,StartCalculatingPOK,CalculatedPOK,PSICompleted,ReceivedStartPSIRequest,SentStartPSIResponse,ReceivedFinishPSIRequest,SentFinishPSIResponse,ReceivedDiscoverRequest,SentDiscoverResponse,UploadFinished,precomputationDuration
2020-10-11T20:59:20.834Z,"iPhone12,3",14.0.0,original,receiver,10489140.0,1000,1,,,,,,,,,,,,,,,,,,2020-10-11T20:59:26.766Z,2020-10-11T20:59:26.769Z,2020-10-11T20:59:27.646Z,0.8764619827270508
2020-10-11T20:59:28.561Z,"iPhone12,3",14.0.0,original,receiver,10489141.0,1000,10,,,,,,,,,,,,,,,,,,2020-10-11T20:59:34.459Z,2020-10-11T20:59:34.463Z,2020-10-11T20:59:35.447Z,0.8704249858856201
2020-10-11T20:59:36.427Z,"iPhone12,3",14.0.0,original,receiver,10489141.0,1000,20,,,,,,,,,,,,,,,,,,2020-10-11T20:59:42.459Z,2020-10-11T20:59:42.463Z,2020-10-11T20:59:43.393Z,0.874055027961731
2020-10-11T20:59:47.851Z,"iPhone12,3",14.0.0,original,receiver,10489137.0,5000,1,,,,,,,,,,,,,,,,,,2020-10-11T20:59:55.752Z,2020-10-11T20:59:55.756Z,2020-10-11T20:59:56.807Z,4.35835599899292
2020-10-11T21:00:01.361Z,"iPhone12,3",14.0.0,original,receiver,10489141.0,5000,10,,,,,,,,,,,,,,,,,,2020-10-11T21:00:09.225Z,2020-10-11T21:00:09.229Z,2020-10-11T21:00:10.241Z,4.373008966445923
2020-10-11T21:00:14.708Z,"iPhone12,3",14.0.0,original,receiver,10489142.0,5000,20,,,,,,,,,,,,,,,,,,2020-10-11T21:00:22.767Z,2020-10-11T21:00:22.770Z,2020-10-11T21:00:23.705Z,4.317658066749573
2020-10-11T21:00:32.653Z,"iPhone12,3",14.0.0,original,receiver,10489136.0,10000,1,,,,,,,,,,,,,,,,,,2020-10-11T21:00:42.755Z,2020-10-11T21:00:42.759Z,2020-10-11T21:00:43.746Z,8.766907095909119
2020-10-11T21:00:52.665Z,"iPhone12,3",14.0.0,original,receiver,10489141.0,10000,10,,,,,,,,,,,,,,,,,,2020-10-11T21:01:02.380Z,2020-10-11T21:01:02.384Z,2020-10-11T21:01:03.284Z,8.671012043952942
2020-10-11T21:01:12.193Z,"iPhone12,3",14.0.0,original,receiver,10489139.0,10000,20,,,,,,,,,,,,,,,,,,2020-10-11T21:01:22.594Z,2020-10-11T21:01:22.598Z,2020-10-11T21:01:23.581Z,8.72333300113678
2020-10-11T21:01:37.015Z,"iPhone12,3",14.0.0,original,receiver,10489145.0,15000,1,,,,,,,,,,,,,,,,,,2020-10-11T21:01:49.741Z,2020-10-11T21:01:49.745Z,2020-10-11T21:01:50.637Z,13.078492999076843
